Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
frame-top-ecru,Frame Top - Ecru,"<div class=""product-description"">Some garments are worn. This one is experienced.<br>The Frame Top holds warmth in its tone, edged with natural camel piping that traces the neckline and front placket. It frames the piece quietly, giving it structure without weight.<br>A hand-smocked chevron strip runs down the center, adding depth and a sense of form. On one side, hand-embroidered French knots, wooden beads, and mother-of-pearl shell fragments are scattered across the shoulder and sleeve. Each placement is slightly different, making every piece one of its own.<br>Easy in fit, but considered in detail. Something you notice more, the longer you wear it.</div>
<div class=""fabric-fit"">
<h4>Fabric &amp; Fit</h4>Fabric: Kala Cotton <br>Color: Ecru<br>Fit: Relaxed, Length: 26""<br>Model Fit: Model is 5'7""/ wearing size S<br>
</div>
<div class=""washcare"">
<h4>Care Instructions</h4>Care :<br>● Wash in cold water only<br>● Use a mild detergent<br>● Wash separately, especially during initial washes<br>● Air dry in shade; avoid direct sunlight<br>● Do not wring or scrub harshly<br>● Iron on low heat, inside out<br>● Avoid bleach and harsh chemicals<br>● Do not overwash: allow the fabric to breathe between wears<br>● Spot clean gently when needed<br><br>Note :<br>● Wash separately for the first few washes, as slight colour release may occur.<br>● Garments with hand embroidery are best cared for through dry cleaning.<br>● Subtle variations in colour and texture are natural. Each piece is unique.<br>Just a little care, and the fabric will take care of the rest.</div>",Soulmead,,Top,"Ecru, Top",true,Size,XS,,,,,,,,WT02-Ecru-XS,0.0,shopify,10,deny,manual,7990.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC03207_copy.jpg?v=1775122860,1,,false,,,,kg,,,active
frame-top-ecru,,,,,,,,,S,,,,,,,,WT02-Ecru-S,0.0,shopify,10,deny,manual,7990.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC03209_copy.jpg?v=1775122866,2,,,,,,kg,,,
frame-top-ecru,,,,,,,,,M,,,,,,,,WT02-Ecru-M,0.0,shopify,10,deny,manual,7990.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC03215_copy.jpg?v=1775122871,3,,,,,,kg,,,
frame-top-ecru,,,,,,,,,L,,,,,,,,WT02-Ecru-L,0.0,shopify,10,deny,manual,7990.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC03231_copy.jpg?v=1775122877,4,,,,,,kg,,,
frame-top-ecru,,,,,,,,,XL,,,,,,,,WT02-Ecru-XL,0.0,shopify,10,deny,manual,7990.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC03245_copy.jpg?v=1775122892,5,,,,,,kg,,,
frame-top-camel,Frame Top - Camel,"<div class=""product-description"">Some garments are worn. This one is experienced.<br>The Frame Top holds warmth in its camel tone, edged with natural ecru piping that traces the neckline and front placket. It frames the piece quietly, giving it structure without weight.<br>A hand-smocked chevron strip runs down the center, adding depth and a sense of form. On one side, hand-embroidered French knots, wooden beads, and mother-of-pearl shell fragments are scattered across the shoulder and sleeve. Each placement is slightly different, making every piece one of its own.<br>Easy in fit, but considered in detail. Something you notice more, the longer you wear it.  </div>
<div class=""fabric-fit"">
<h4>Fabric &amp; Fit</h4>Fabric: Kala Cotton <br>Color: Azo free dyed Camel <br>Fit: Relaxed, Length: 26""<br>Model Fit: Model is 5'7"" / wearing size S<br>
</div>
<div class=""washcare"">
<h4>Care Instructions</h4>Care :<br>● Wash in cold water only<br>● Use a mild detergent<br>● Wash separately, especially during initial washes<br>● Air dry in shade; avoid direct sunlight<br>● Do not wring or scrub harshly<br>● Iron on low heat, inside out<br>● Avoid bleach and harsh chemicals<br>● Do not overwash: allow the fabric to breathe between wears<br>● Spot clean gently when needed<br><br>Note :<br>● Wash separately for the first few washes, as slight colour release may occur.<br>● Garments with hand embroidery are best cared for through dry cleaning.<br>● Subtle variations in colour and texture are natural. Each piece is unique.<br>Just a little care, and the fabric will take care of the rest.</div>",Soulmead,,Top,"Camel, Top",true,Size,XS,,,,,,,,WT02-Camel-XS,0.0,shopify,10,deny,manual,7990.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC03595.jpg?v=1775122827,1,,false,,,,kg,,,active
frame-top-camel,,,,,,,,,S,,,,,,,,WT02-Camel-S,0.0,shopify,10,deny,manual,7990.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC03597.jpg?v=1775122832,2,,,,,,kg,,,
frame-top-camel,,,,,,,,,M,,,,,,,,WT02-Camel-M,0.0,shopify,10,deny,manual,7990.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC03601.jpg?v=1775122837,3,,,,,,kg,,,
frame-top-camel,,,,,,,,,L,,,,,,,,WT02-Camel-L,0.0,shopify,10,deny,manual,7990.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC03607.jpg?v=1775122842,4,,,,,,kg,,,
frame-top-camel,,,,,,,,,XL,,,,,,,,WT02-Camel-XL,0.0,shopify,10,deny,manual,7990.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC03612.jpg?v=1775122855,5,,,,,,kg,,,
rhythm-set-dusty-black,Rhythm Set - Dusty Black,"<div class=""product-description"">Two pieces. One rhythm.<br>The Rhythm Set builds through detail, but keeps it quiet. The sleeveless top carries fine pintuck pleats across the upper bodice, not as an add-on but built into the fabric itself. The neckline stays clean, the fall controlled, the overall shape relaxed without losing structure.<br>The trousers follow with an asymmetric pintuck pleat along one side, bringing subtle movement to a straight silhouette. It shifts just enough when you walk, without asking for attention.<br>Worn together, it feels balanced. Structured, but easy.</div>
<div class=""fabric-fit"">
<h4>Fabric &amp; Fit</h4>Fabric: Hemp Cotton<br>Color: Azo free dyed Dusty Black<br>Top Fit: Relaxed, Length: 26.5""<br>Pant Fit: Straight, Length: 40"" across all sizes<br>Model Fit: Model is 5'7""/ wearing size S</div>
<div class=""washcare"">
<h4>Care Instructions</h4>Care :<br>● Wash in cold water<br>● Use a gentle detergent<br>● Machine wash on a mild cycle or hand wash<br>● Air dry preferred, or tumble dry on low heat<br>● Iron on low heat<br>● Avoid bleach and harsh chemicals<br>● Do not overwash: air between wears<br>● Spot clean for small stains instead of full washing<br><br>Note:<br>● Wash separately for the first few washes, as slight colour release may occur.<br>● Garments with hand embroidery are best cared for through dry cleaning.<br>● Subtle variations in colour and texture are natural. Each piece is unique.<br>Just a little care, and the fabric will take care of the rest.</div>",Soulmead,,Co-ord Set,"Co-ord Set, Dusty Black",true,Size,XS,,,,,,,,WT01-WP01-DustyBlack-XS,0.0,shopify,10,deny,manual,14380.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC04080.jpg?v=1775122794,1,,false,,,,kg,,,active
rhythm-set-dusty-black,,,,,,,,,S,,,,,,,,WT01-WP01-DustyBlack-S,0.0,shopify,10,deny,manual,14380.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC04082.jpg?v=1775122799,2,,,,,,kg,,,
rhythm-set-dusty-black,,,,,,,,,M,,,,,,,,WT01-WP01-DustyBlack-M,0.0,shopify,10,deny,manual,14380.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC04084.jpg?v=1775122805,3,,,,,,kg,,,
rhythm-set-dusty-black,,,,,,,,,L,,,,,,,,WT01-WP01-DustyBlack-L,0.0,shopify,10,deny,manual,14380.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC04087.jpg?v=1775122811,4,,,,,,kg,,,
rhythm-set-dusty-black,,,,,,,,,XL,,,,,,,,WT01-WP01-DustyBlack-XL,0.0,shopify,10,deny,manual,14380.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC04103.jpg?v=1775122816,5,,,,,,kg,,,
rhythm-set-dusty-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC04106.jpg?v=1775122822,6,,,,,,,,,
always-shirt-sage-green,Always Shirt - Sage Green,"<div class=""product-description"">Same shirt. A whole different conversation.<br>In sage green hemp, the Always Shirt feels calmer, more grounded. The silhouette stays the same, shaped through the waist with subtle structure that can be adjusted as needed.<br>Flower-shaped shell buttons run along the front, adding detail without excess. Fabric buttons at the sides allow the form to shift, worn relaxed or drawn in closer to the body.<br>Worn gentle, it settles with quiet clarity. Soft. Considered.<br>Still the most useful shirt in the wardrobe.</div>
<div class=""fabric-fit"">
<h4>Fabric &amp; Fit</h4>Fabric: 100% Hemp<br>Color: Yarn dyed Sage Green<br>Fit: Oversized Fit if worn as it is, Cinched at the waist once closed, Length: 28""<br>Model Fit: Model is 5'6""/ wearing size S</div>
<div class=""washcare"">
<h4>Care Instructions</h4>Care :<br>● Wash in cold water (below 30°C) <br>● Use a mild, pH-neutral detergent <br>● Hand wash or gentle machine cycle <br>● Air dry in shade; avoid high heat      <br>● Iron on low to medium heat, preferably when slightly damp <br>● Avoid bleach and harsh chemicals <br>● Do not overwash: air between wears to keep it fresh <br>● Spot clean when possible instead of full washing <br><br>Note :<br>● Wash separately for the first few washes, as slight colour release may occur. <br>● Garments with hand embroidery are best cared for through dry cleaning. <br>● Subtle variations in colour and texture are natural. Each piece is unique. Just a little care, and the fabric will take care of the rest.</div>",Soulmead,,Shirt,"Sage Green, Shirt",true,Size,XS,,,,,,,,WS05-SageGreen-XS,0.0,shopify,10,deny,manual,7890.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC04015.jpg?v=1775122751,1,,false,,,,kg,,,active
always-shirt-sage-green,,,,,,,,,S,,,,,,,,WS05-SageGreen-S,0.0,shopify,10,deny,manual,7890.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC04020.jpg?v=1775122757,2,,,,,,kg,,,
always-shirt-sage-green,,,,,,,,,M,,,,,,,,WS05-SageGreen-M,0.0,shopify,10,deny,manual,7890.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC04021.jpg?v=1775122763,3,,,,,,kg,,,
always-shirt-sage-green,,,,,,,,,L,,,,,,,,WS05-SageGreen-L,0.0,shopify,10,deny,manual,7890.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC04026.jpg?v=1775122768,4,,,,,,kg,,,
always-shirt-sage-green,,,,,,,,,XL,,,,,,,,WS05-SageGreen-XL,0.0,shopify,10,deny,manual,7890.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC04032.jpg?v=1775122776,5,,,,,,kg,,,
always-shirt-sage-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC04039.jpg?v=1775122781,6,,,,,,,,,
always-shirt-soft-teal,Always Shirt - Soft Teal,"<div class=""product-description"">Same shirt. A whole different conversation.<br>In soft teal hemp, the Always Shirt feels calmer, more composed. The silhouette stays the same, shaped through the waist with subtle structure that can be adjusted as needed.<br>Flower-shaped shell buttons run along the front, adding detail without excess. Fabric buttons at the sides allow the form to shift, worn relaxed or drawn in closer to the body.<br>Worn in colour, it holds a quiet depth. Subtle. Grounded.<br>Still the most useful shirt in the wardrobe.<br>
</div>
<div class=""fabric-fit"">
<h4>Fabric &amp; Fit</h4>Fabric: 100% Hemp <br>Color: Azo free dyed Soft Teal<br>Fit: Oversized Fit if worn as it is, Cinched at the waist once closed, Length: 28""<br>Model Fit: Model is 5'7"" / wearing size S</div>
<div class=""washcare"">
<h4>Care Instructions</h4>Care :<br>● Wash in cold water (below 30°C) <br>● Use a mild, pH-neutral detergent <br>● Hand wash or gentle machine cycle <br>● Air dry in shade; avoid high heat      <br>● Iron on low to medium heat, preferably when slightly damp <br>● Avoid bleach and harsh chemicals <br>● Do not overwash: air between wears to keep it fresh <br>● Spot clean when possible instead of full washing <br><br>Note :<br>● Wash separately for the first few washes, as slight colour release may occur. <br>● Garments with hand embroidery are best cared for through dry cleaning. <br>● Subtle variations in colour and texture are natural. Each piece is unique. Just a little care, and the fabric will take care of the rest.</div>",Soulmead,,Shirt,"Shirt, Soft Teal",true,Size,XS,,,,,,,,WS05-SoftTeal-XS,0.0,shopify,10,deny,manual,7890.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC03703.jpg?v=1775121887,1,,false,,,,kg,,,active
always-shirt-soft-teal,,,,,,,,,S,,,,,,,,WS05-SoftTeal-S,0.0,shopify,10,deny,manual,7890.00,,true,true,,,,,,,,,,,,,kg,,,
always-shirt-soft-teal,,,,,,,,,M,,,,,,,,WS05-SoftTeal-M,0.0,shopify,10,deny,manual,7890.00,,true,true,,,,,,,,,,,,,kg,,,
always-shirt-soft-teal,,,,,,,,,L,,,,,,,,WS05-SoftTeal-L,0.0,shopify,10,deny,manual,7890.00,,true,true,,,,,,,,,,,,,kg,,,
always-shirt-soft-teal,,,,,,,,,XL,,,,,,,,WS05-SoftTeal-XL,0.0,shopify,10,deny,manual,7890.00,,true,true,,,,,,,,,,,,,kg,,,
always-shirt-rust-bloom,Always Shirt - Rust Bloom,"<div class=""product-description"">Same shirt. A whole different conversation.<br>In rust bloom hemp, the Always Shirt feels warmer, more expressive. The silhouette stays the same, shaped through the waist with subtle structure that can be adjusted as needed.<br>Flower-shaped shell buttons run along the front, adding detail without excess. Fabric buttons at the sides allow the form to shift, worn relaxed or drawn in closer to the body.<br>Worn rich, it carries a quiet intensity. Earthy. Assured.<br>Still the most useful shirt in the wardrobe</div>
<div class=""fabric-fit"">
<h4>Fabric &amp; Fit</h4>Fabric: 100% Hemp<br>Color: Azo free dyed Rust Bloom<br>Fit: Oversized Fit if worn as it is, Cinched at the waist once closed, Length: 28""<br>Model Fit: Model is 5'6"" / wearing size S<br>
</div>
<div class=""washcare"">
<h4>Care Instructions</h4>Care :<br>● Wash in cold water (below 30°C) <br>● Use a mild, pH-neutral detergent <br>● Hand wash or gentle machine cycle <br>● Air dry in shade; avoid high heat      <br>● Iron on low to medium heat, preferably when slightly damp <br>● Avoid bleach and harsh chemicals <br>● Do not overwash: air between wears to keep it fresh <br>● Spot clean when possible instead of full washing <br><br>Note :<br>● Wash separately for the first few washes, as slight colour release may occur. <br>● Garments with hand embroidery are best cared for through dry cleaning. <br>● Subtle variations in colour and texture are natural. Each piece is unique. Just a little care, and the fabric will take care of the rest.</div>",Soulmead,,Shirt,"Rust Bloom, Shirt",true,Size,XS,,,,,,,,WS05-RustBloom-XS,0.0,shopify,10,deny,manual,7890.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC03674.jpg?v=1775122718,1,,false,,,,kg,,,active
always-shirt-rust-bloom,,,,,,,,,S,,,,,,,,WS05-RustBloom-S,0.0,shopify,10,deny,manual,7890.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC03678.jpg?v=1775122723,2,,,,,,kg,,,
always-shirt-rust-bloom,,,,,,,,,M,,,,,,,,WS05-RustBloom-M,0.0,shopify,10,deny,manual,7890.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC03687.jpg?v=1775122729,3,,,,,,kg,,,
always-shirt-rust-bloom,,,,,,,,,L,,,,,,,,WS05-RustBloom-L,0.0,shopify,10,deny,manual,7890.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC03690.jpg?v=1775122740,4,,,,,,kg,,,
always-shirt-rust-bloom,,,,,,,,,XL,,,,,,,,WS05-RustBloom-XL,0.0,shopify,10,deny,manual,7890.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC03695.jpg?v=1775122746,5,,,,,,kg,,,
always-shirt-pearl-white,Always Shirt - Pearl White,"<div class=""product-description"">Same shirt. A whole different conversation.<br>In pearl white, the Always Shirt feels lighter, more open. The silhouette stays the same, shaped through the waist with subtle structure that can be adjusted as needed.<br>Flower-shaped shell buttons run along the front, adding detail without excess. Fabric buttons at the sides allow the form to shift, worn relaxed or drawn in closer to the body.<br>Worn light, it moves with ease. Effortless. Clear.<br>Still the most useful shirt in the wardrobe.</div>
<div class=""fabric-fit"">
<h4>Fabric &amp; Fit</h4>Fabric: 100% Hemp<br>Color: Pearl White<br>Fit: Oversized Fit if worn as it is, Cinched at the waist once closed, Length: 28""<br>Model Fit: Model is 5'6"" / wearing size S</div>
<div class=""washcare"">
<h4>Care Instructions</h4>Care :<br>● Wash in cold water (below 30°C) <br>● Use a mild, pH-neutral detergent <br>● Hand wash or gentle machine cycle <br>● Air dry in shade; avoid high heat      <br>● Iron on low to medium heat, preferably when slightly damp <br>● Avoid bleach and harsh chemicals <br>● Do not overwash: air between wears to keep it fresh <br>● Spot clean when possible instead of full washing <br><br>Note :<br>● Wash separately for the first few washes, as slight colour release may occur. <br>● Garments with hand embroidery are best cared for through dry cleaning. <br>● Subtle variations in colour and texture are natural. Each piece is unique. Just a little care, and the fabric will take care of the rest.</div>",Soulmead,,Shirt,"Pearl White, Shirt",true,Size,XS,,,,,,,,WS05-PearlWhite-XS,0.0,shopify,10,deny,manual,7890.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC04259.jpg?v=1775122688,1,,false,,,,kg,,,active
always-shirt-pearl-white,,,,,,,,,S,,,,,,,,WS05-PearlWhite-S,0.0,shopify,10,deny,manual,7890.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC04260.jpg?v=1775122694,2,,,,,,kg,,,
always-shirt-pearl-white,,,,,,,,,M,,,,,,,,WS05-PearlWhite-M,0.0,shopify,10,deny,manual,7890.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC04263.jpg?v=1775122700,3,,,,,,kg,,,
always-shirt-pearl-white,,,,,,,,,L,,,,,,,,WS05-PearlWhite-L,0.0,shopify,10,deny,manual,7890.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC04275.jpg?v=1775122707,4,,,,,,kg,,,
always-shirt-pearl-white,,,,,,,,,XL,,,,,,,,WS05-PearlWhite-XL,0.0,shopify,10,deny,manual,7890.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC04279.jpg?v=1775122712,5,,,,,,kg,,,
always-shirt-dusty-black,Always Shirt - Dusty Black,"<div class=""product-description"">Same shirt. A whole different conversation.<br>In dusty black hemp, the Always Shirt feels more defined. The silhouette stays the same, shaped through the waist with subtle structure that can be adjusted as needed.<br>Flower-shaped shell buttons run along the front, adding detail without excess. Fabric buttons at the sides allow the form to shift, worn relaxed or drawn in closer to the body.<br>Worn darker, it reads with more clarity. Slightly sharper. More resolved.<br>Still the most useful shirt in the wardrobe.</div>
<div class=""fabric-fit"">
<h4>Fabric &amp; Fit</h4>Fabric: 100% Hemp<br>Color: Azo free dyed Dusty Black<br>Fit: Oversized Fit if worn as it is, Cinched at the waist once closed, Length: 28""<br>Model Fit: Model is 5'7""/ wearing size S<br><br>
</div>
<div class=""washcare"">
<h4>Care Instructions</h4>Care :<br>● Wash in cold water (below 30°C) <br>● Use a mild, pH-neutral detergent <br>● Hand wash or gentle machine cycle <br>● Air dry in shade; avoid high heat      <br>● Iron on low to medium heat, preferably when slightly damp <br>● Avoid bleach and harsh chemicals <br>● Do not overwash: air between wears to keep it fresh <br>● Spot clean when possible instead of full washing <br><br>Note :<br>● Wash separately for the first few washes, as slight colour release may occur. <br>● Garments with hand embroidery are best cared for through dry cleaning. <br>● Subtle variations in colour and texture are natural. Each piece is unique. Just a little care, and the fabric will take care of the rest.</div>",Soulmead,,Shirt,"Dusty Black, Shirt",true,Size,XS,,,,,,,,WS05-DustyBlack-XS,0.0,shopify,10,deny,manual,7890.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC04228.jpg?v=1775122660,1,,false,,,,kg,,,active
always-shirt-dusty-black,,,,,,,,,S,,,,,,,,WS05-DustyBlack-S,0.0,shopify,10,deny,manual,7890.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC04240.jpg?v=1775122666,2,,,,,,kg,,,
always-shirt-dusty-black,,,,,,,,,M,,,,,,,,WS05-DustyBlack-M,0.0,shopify,10,deny,manual,7890.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC04248.jpg?v=1775122671,3,,,,,,kg,,,
always-shirt-dusty-black,,,,,,,,,L,,,,,,,,WS05-DustyBlack-L,0.0,shopify,10,deny,manual,7890.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC04251.jpg?v=1775122677,4,,,,,,kg,,,
always-shirt-dusty-black,,,,,,,,,XL,,,,,,,,WS05-DustyBlack-XL,0.0,shopify,10,deny,manual,7890.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC04255.jpg?v=1775122683,5,,,,,,kg,,,
blue-hour-set-indigo,Blue Hour Set - Indigo,"<div class=""product-description"">Structure with room to breathe.<br>The shirt takes a jacket-like approach with clean lines, slightly structured, but never rigid. Hand embroidery follows the collar, sitting close to the construction rather than standing apart. Natural shell buttons fasten the front, keeping the finish simple but with style.<br>Adjustable side openings shift the silhouette as needed, worn closer to the body or left loose, depending on your mood.<br>The trousers balance it out. Wide-legged, fluid, and easy through movement, they soften the structure of the top without losing presence.<br>Worn together, it holds a quiet balance between form and ease.</div>
<div class=""fabric-fit"">
<h4>Fabric &amp; Fit</h4>Fabric: Kala Cotton <br>Color: Yarn dyed Indigo<br>Shirt Fit: Relaxed, Length: 26""<br>Pant Fit: Wide Leg, Length: 42"" across all sizes<br>Model Fit: Model is  5'7""/ wearing size S</div>
<div class=""washcare"">
<h4>Care Instructions</h4>Care :<br>● Wash in cold water only<br>● Use a mild detergent<br>● Wash separately, especially during initial washes<br>● Air dry in shade; avoid direct sunlight<br>● Do not wring or scrub harshly<br>● Iron on low heat, inside out<br>● Avoid bleach and harsh chemicals<br>● Do not overwash: allow the fabric to breathe between wears<br>● Spot clean gently when needed<br><br>Note :<br>● Wash separately for the first few washes, as slight colour release may occur.<br>● Garments with hand embroidery are best cared for through dry cleaning.<br>● Subtle variations in colour and texture are natural. Each piece is unique.<br>Just a little care, and the fabric will take care of the rest.</div>",Soulmead,,Co-ord Set,"Co-ord Set, Indigo",true,Size,XS,,,,,,,,WS04+ WP04-Indigo-XS,0.0,shopify,10,deny,manual,14680.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC03502.jpg?v=1775122640,1,,false,,,,kg,,,active
blue-hour-set-indigo,,,,,,,,,S,,,,,,,,WS04+ WP04-Indigo-S,0.0,shopify,10,deny,manual,14680.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/DSC03503.jpg?v=1775122645,2,,,,,,kg,,,
blue-hour-set-indigo,,,,,,,,,M,,,,,,,,WS04+ WP04-Indigo-M,0.0,shopify,10,deny,manual,14680.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/WS04_A.jpg?v=1775122648,3,,,,,,kg,,,
blue-hour-set-indigo,,,,,,,,,L,,,,,,,,WS04+ WP04-Indigo-L,0.0,shopify,10,deny,manual,14680.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/WS04_B.jpg?v=1775122651,4,,,,,,kg,,,
blue-hour-set-indigo,,,,,,,,,XL,,,,,,,,WS04+ WP04-Indigo-XL,0.0,shopify,10,deny,manual,14680.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0996/6485/5319/files/WS04_C.jpg?v=1775122654,5,,,,,,kg,,,
